visitor_id,visitor_type,device,traffic_source,add_to_cart,checkout_started,subscribed,revenue
V002449,new,desktop,paid_social,0,0,0,0.0
V002450,returning,mobile,organic_search,1,1,1,47.95
V002451,returning,desktop,organic_search,0,0,0,0.0
V002452,new,mobile,paid_social,0,0,0,0.0
V002453,new,desktop,influencer,0,0,0,0.0
V002454,new,mobile,organic_search,0,0,0,0.0
V002455,new,desktop,organic_search,1,1,1,49.9
V002456,new,mobile,paid_social,0,0,0,0.0
V002457,new,mobile,paid_social,0,0,0,0.0
V002458,new,desktop,organic_search,0,0,0,0.0
V002459,returning,mobile,organic_search,0,0,0,0.0
V002460,new,mobile,organic_search,1,0,0,0.0
V002461,returning,mobile,paid_social,0,0,0,0.0
V002462,returning,desktop,email,0,0,0,0.0
V002463,new,desktop,influencer,0,0,0,0.0
V002464,returning,tablet,email,0,0,0,0.0
V002465,new,mobile,email,0,0,0,0.0
V002466,new,desktop,paid_social,1,1,1,49.34
V002467,new,mobile,email,0,0,0,0.0
V002468,new,mobile,organic_search,0,0,0,0.0
V002469,new,mobile,direct,1,1,0,0.0
V002470,returning,mobile,organic_search,0,0,0,0.0
V002471,returning,desktop,organic_search,1,1,1,48.57
V002472,new,desktop,influencer,0,0,0,0.0
V002473,new,mobile,paid_social,0,0,0,0.0
V002474,returning,mobile,paid_social,0,0,0,0.0
V002475,new,mobile,paid_social,0,0,0,0.0
V002476,new,desktop,email,0,0,0,0.0
V002477,new,desktop,paid_social,0,0,0,0.0
V002478,returning,mobile,organic_search,0,0,0,0.0
V002479,new,desktop,direct,0,0,0,0.0
V002480,new,mobile,paid_social,0,0,0,0.0
V002481,new,desktop,paid_social,1,1,0,0.0
V002482,returning,mobile,direct,0,0,0,0.0
V002483,returning,mobile,paid_social,0,0,0,0.0
V002484,returning,tablet,paid_social,1,1,1,52.29
V002485,new,mobile,paid_social,1,1,1,48.5
V002486,new,mobile,direct,0,0,0,0.0
V002487,returning,mobile,organic_search,1,1,0,0.0
V002488,new,mobile,paid_social,0,0,0,0.0
V002489,new,desktop,paid_social,1,1,0,0.0
V002490,new,mobile,paid_social,1,1,1,48.6
V002491,new,mobile,organic_search,0,0,0,0.0
V002492,returning,desktop,organic_search,0,0,0,0.0
V002493,returning,desktop,influencer,0,0,0,0.0
V002494,new,desktop,direct,0,0,0,0.0
V002495,new,mobile,direct,0,0,0,0.0
V002496,returning,mobile,organic_search,0,0,0,0.0
V002497,new,mobile,organic_search,0,0,0,0.0
V002498,new,desktop,paid_social,0,0,0,0.0
V002499,new,mobile,paid_social,0,0,0,0.0
V002500,returning,desktop,direct,0,0,0,0.0
V002501,new,mobile,paid_social,0,0,0,0.0
V002502,returning,mobile,direct,0,0,0,0.0
V002503,new,mobile,organic_search,0,0,0,0.0
V002504,new,desktop,organic_search,0,0,0,0.0
V002505,returning,desktop,paid_social,1,0,0,0.0
V002506,new,mobile,direct,0,0,0,0.0
V002507,new,desktop,direct,0,0,0,0.0
V002508,returning,desktop,influencer,0,0,0,0.0
V002509,returning,desktop,email,0,0,0,0.0
V002510,new,mobile,email,0,0,0,0.0
V002511,returning,mobile,paid_social,0,0,0,0.0
V002512,returning,desktop,direct,0,0,0,0.0
V002513,returning,mobile,paid_social,0,0,0,0.0
V002514,new,mobile,direct,0,0,0,0.0
V002515,returning,mobile,influencer,0,0,0,0.0
V002516,new,desktop,paid_social,0,0,0,0.0
V002517,new,mobile,organic_search,0,0,0,0.0
V002518,returning,desktop,direct,0,0,0,0.0
V002519,returning,mobile,influencer,1,1,1,48.71
V002520,new,desktop,paid_social,0,0,0,0.0
V002521,new,mobile,email,0,0,0,0.0
V002522,new,desktop,paid_social,1,1,1,48.55
V002523,new,mobile,influencer,0,0,0,0.0
V002524,new,desktop,paid_social,0,0,0,0.0
V002525,new,desktop,paid_social,1,1,1,52.35
V002526,new,desktop,organic_search,0,0,0,0.0
V002527,new,mobile,paid_social,0,0,0,0.0
V002528,returning,mobile,paid_social,0,0,0,0.0
V002529,new,mobile,organic_search,0,0,0,0.0
V002530,returning,desktop,email,0,0,0,0.0
V002531,new,mobile,organic_search,0,0,0,0.0
V002532,returning,desktop,paid_social,0,0,0,0.0
V002533,returning,mobile,direct,1,0,0,0.0
V002534,returning,desktop,organic_search,0,0,0,0.0
V002535,new,desktop,organic_search,0,0,0,0.0
V002536,new,mobile,direct,0,0,0,0.0
V002537,returning,mobile,organic_search,1,1,0,0.0
V002538,new,desktop,email,0,0,0,0.0
V002539,new,desktop,influencer,0,0,0,0.0
V002540,new,mobile,email,0,0,0,0.0
V002541,new,mobile,paid_social,0,0,0,0.0
V002542,returning,mobile,direct,1,0,0,0.0
V002543,new,mobile,organic_search,0,0,0,0.0
V002544,new,desktop,organic_search,0,0,0,0.0
V002545,returning,mobile,influencer,1,1,1,49.15
V002546,returning,desktop,influencer,0,0,0,0.0
V002547,new,mobile,paid_social,1,1,1,52.11
V002548,new,mobile,organic_search,1,1,1,50.92
V002549,new,tablet,paid_social,0,0,0,0.0
V002550,returning,desktop,direct,0,0,0,0.0
V002551,new,mobile,paid_social,0,0,0,0.0
V002552,returning,mobile,influencer,0,0,0,0.0
V002553,new,desktop,organic_search,0,0,0,0.0
V002554,returning,mobile,paid_social,0,0,0,0.0
V002555,new,mobile,direct,0,0,0,0.0
V002556,returning,mobile,direct,1,1,0,0.0
V002557,new,desktop,influencer,1,1,0,0.0
V002558,returning,mobile,direct,1,0,0,0.0
V002559,new,mobile,direct,1,0,0,0.0
V002560,returning,mobile,organic_search,0,0,0,0.0
V002561,new,mobile,organic_search,0,0,0,0.0
V002562,new,mobile,paid_social,0,0,0,0.0
V002563,new,mobile,paid_social,0,0,0,0.0
V002564,new,tablet,direct,0,0,0,0.0
V002565,returning,mobile,paid_social,0,0,0,0.0
V002566,new,desktop,influencer,0,0,0,0.0
V002567,new,desktop,organic_search,0,0,0,0.0
V002568,new,mobile,influencer,0,0,0,0.0
V002569,new,mobile,paid_social,0,0,0,0.0
V002570,new,desktop,direct,0,0,0,0.0
V002571,new,mobile,paid_social,0,0,0,0.0
V002572,returning,mobile,paid_social,0,0,0,0.0
V002573,new,mobile,paid_social,0,0,0,0.0
V002574,returning,mobile,organic_search,0,0,0,0.0
V002575,returning,desktop,email,0,0,0,0.0
V002576,returning,mobile,email,1,0,0,0.0
V002577,new,desktop,organic_search,0,0,0,0.0
V002578,new,mobile,paid_social,0,0,0,0.0
V002579,new,mobile,email,0,0,0,0.0
V002580,new,mobile,direct,0,0,0,0.0
V002581,new,desktop,paid_social,1,1,0,0.0
V002582,new,desktop,organic_search,0,0,0,0.0
V002583,new,mobile,organic_search,0,0,0,0.0
V002584,new,mobile,direct,0,0,0,0.0
V002585,new,mobile,direct,0,0,0,0.0
V002586,returning,mobile,paid_social,1,1,1,52.18
V002587,new,mobile,organic_search,0,0,0,0.0
V002588,returning,mobile,influencer,1,1,1,48.41
V002589,returning,desktop,paid_social,0,0,0,0.0
V002590,returning,desktop,organic_search,1,1,1,48.8
V002591,returning,mobile,paid_social,0,0,0,0.0
V002592,returning,tablet,organic_search,0,0,0,0.0
V002593,returning,mobile,direct,1,0,0,0.0
V002594,returning,mobile,email,0,0,0,0.0
V002595,new,desktop,organic_search,0,0,0,0.0
V002596,new,mobile,organic_search,0,0,0,0.0
V002597,new,desktop,influencer,0,0,0,0.0
V002598,new,desktop,influencer,0,0,0,0.0
V002599,new,desktop,email,0,0,0,0.0
V002600,new,desktop,organic_search,0,0,0,0.0
V002601,returning,mobile,direct,0,0,0,0.0
V002602,new,desktop,organic_search,0,0,0,0.0
V002603,returning,mobile,influencer,0,0,0,0.0
V002604,new,mobile,email,1,1,1,49.68
V002605,new,mobile,direct,0,0,0,0.0
V002606,returning,tablet,influencer,0,0,0,0.0
V002607,new,mobile,paid_social,0,0,0,0.0
V002608,new,mobile,organic_search,0,0,0,0.0
V002609,new,desktop,paid_social,0,0,0,0.0
V002610,returning,mobile,direct,0,0,0,0.0
V002611,new,desktop,organic_search,0,0,0,0.0
V002612,new,mobile,paid_social,0,0,0,0.0
V002613,returning,mobile,paid_social,0,0,0,0.0
V002614,new,desktop,direct,0,0,0,0.0
V002615,returning,mobile,organic_search,0,0,0,0.0
V002616,new,desktop,organic_search,1,1,1,50.74
V002617,returning,desktop,direct,0,0,0,0.0
V002618,new,mobile,direct,0,0,0,0.0
V002619,returning,mobile,paid_social,0,0,0,0.0
V002620,returning,mobile,paid_social,0,0,0,0.0
V002621,returning,mobile,email,0,0,0,0.0
V002622,new,mobile,influencer,0,0,0,0.0
V002623,returning,mobile,direct,0,0,0,0.0
V002624,returning,mobile,organic_search,1,1,1,48.28
V002625,returning,mobile,organic_search,1,1,1,51.08
V002626,returning,mobile,paid_social,1,0,0,0.0
V002627,new,mobile,direct,0,0,0,0.0
V002628,new,desktop,organic_search,1,1,1,52.21
V002629,returning,mobile,direct,0,0,0,0.0
V002630,new,desktop,email,0,0,0,0.0
V002631,new,desktop,email,0,0,0,0.0
V002632,new,desktop,paid_social,0,0,0,0.0
V002633,new,mobile,paid_social,0,0,0,0.0
V002634,returning,desktop,direct,1,1,1,46.86
V002635,new,mobile,paid_social,0,0,0,0.0
V002636,returning,mobile,organic_search,0,0,0,0.0
V002637,new,mobile,paid_social,0,0,0,0.0
V002638,new,mobile,organic_search,0,0,0,0.0
V002639,returning,mobile,influencer,1,1,1,51.03
V002640,returning,mobile,organic_search,0,0,0,0.0
V002641,returning,mobile,organic_search,0,0,0,0.0
V002642,returning,desktop,email,0,0,0,0.0
V002643,returning,desktop,paid_social,1,1,0,0.0
V002644,new,tablet,organic_search,0,0,0,0.0
V002645,new,mobile,influencer,1,0,0,0.0
V002646,new,desktop,paid_social,0,0,0,0.0
V002647,new,mobile,email,0,0,0,0.0
V002648,returning,mobile,paid_social,0,0,0,0.0
V002649,new,tablet,influencer,0,0,0,0.0
V002650,returning,mobile,paid_social,0,0,0,0.0
V002651,new,desktop,direct,0,0,0,0.0
V002652,new,mobile,paid_social,0,0,0,0.0
V002653,new,desktop,direct,0,0,0,0.0
V002654,returning,mobile,influencer,1,1,1,48.3
V002655,returning,desktop,influencer,0,0,0,0.0
V002656,returning,mobile,email,0,0,0,0.0
V002657,returning,desktop,direct,0,0,0,0.0
V002658,new,mobile,organic_search,0,0,0,0.0
V002659,new,desktop,paid_social,0,0,0,0.0
V002660,new,mobile,direct,1,1,1,47.58
V002661,new,desktop,organic_search,0,0,0,0.0
V002662,new,mobile,organic_search,0,0,0,0.0
V002663,returning,desktop,paid_social,0,0,0,0.0
V002664,new,mobile,paid_social,0,0,0,0.0
V002665,new,mobile,organic_search,0,0,0,0.0
V002666,returning,mobile,organic_search,0,0,0,0.0
V002667,new,desktop,influencer,1,1,1,50.55
V002668,new,desktop,organic_search,0,0,0,0.0
V002669,new,mobile,direct,0,0,0,0.0
V002670,returning,desktop,direct,0,0,0,0.0
V002671,new,mobile,organic_search,0,0,0,0.0
V002672,returning,mobile,organic_search,0,0,0,0.0
V002673,new,mobile,influencer,0,0,0,0.0
V002674,returning,desktop,paid_social,0,0,0,0.0
V002675,new,mobile,direct,1,1,1,49.1
V002676,returning,mobile,email,0,0,0,0.0
V002677,returning,mobile,email,0,0,0,0.0
V002678,new,mobile,influencer,0,0,0,0.0
V002679,returning,mobile,direct,0,0,0,0.0
V002680,new,mobile,email,0,0,0,0.0
V002681,returning,mobile,email,0,0,0,0.0
V002682,returning,mobile,paid_social,1,1,1,48.14
V002683,returning,desktop,email,0,0,0,0.0
V002684,returning,mobile,paid_social,0,0,0,0.0
V002685,returning,mobile,organic_search,0,0,0,0.0
V002686,returning,tablet,paid_social,1,1,0,0.0
V002687,new,mobile,email,0,0,0,0.0
V002688,returning,desktop,email,1,1,1,50.82
V002689,returning,desktop,paid_social,0,0,0,0.0
V002690,returning,mobile,organic_search,0,0,0,0.0
V002691,returning,mobile,direct,0,0,0,0.0
V002692,returning,tablet,paid_social,0,0,0,0.0
V002693,returning,mobile,organic_search,0,0,0,0.0
V002694,returning,mobile,organic_search,1,0,0,0.0
V002695,new,mobile,paid_social,0,0,0,0.0
V002696,returning,mobile,direct,0,0,0,0.0
V002697,new,desktop,organic_search,0,0,0,0.0
V002698,new,mobile,email,1,0,0,0.0
V002699,new,desktop,organic_search,0,0,0,0.0
V002700,new,desktop,organic_search,0,0,0,0.0
V002701,new,tablet,direct,0,0,0,0.0
V002702,new,desktop,influencer,0,0,0,0.0
V002703,new,mobile,paid_social,0,0,0,0.0
V002704,new,mobile,organic_search,1,1,1,52.82
V002705,returning,tablet,paid_social,0,0,0,0.0
V002706,returning,mobile,email,0,0,0,0.0
V002707,returning,desktop,paid_social,0,0,0,0.0
V002708,new,desktop,email,0,0,0,0.0
V002709,returning,tablet,organic_search,1,0,0,0.0
V002710,new,mobile,paid_social,0,0,0,0.0
V002711,returning,mobile,paid_social,1,1,1,52.25
V002712,returning,mobile,organic_search,0,0,0,0.0
V002713,new,mobile,influencer,0,0,0,0.0
V002714,new,mobile,paid_social,0,0,0,0.0
V002715,new,desktop,organic_search,0,0,0,0.0
V002716,new,desktop,paid_social,0,0,0,0.0
V002717,new,mobile,influencer,1,1,0,0.0
V002718,new,desktop,organic_search,0,0,0,0.0
V002719,new,mobile,organic_search,0,0,0,0.0
V002720,new,mobile,email,0,0,0,0.0
V002721,returning,mobile,organic_search,0,0,0,0.0
V002722,new,mobile,paid_social,0,0,0,0.0
V002723,returning,desktop,organic_search,0,0,0,0.0
V002724,new,desktop,email,0,0,0,0.0
V002725,new,mobile,paid_social,0,0,0,0.0
V002726,returning,mobile,direct,0,0,0,0.0
V002727,new,desktop,paid_social,0,0,0,0.0
V002728,new,desktop,organic_search,0,0,0,0.0
V002729,returning,mobile,paid_social,0,0,0,0.0
V002730,new,mobile,email,0,0,0,0.0
V002731,new,mobile,influencer,0,0,0,0.0
V002732,returning,mobile,email,0,0,0,0.0
V002733,returning,desktop,direct,0,0,0,0.0
V002734,returning,mobile,organic_search,1,1,0,0.0
V002735,returning,desktop,influencer,0,0,0,0.0
V002736,returning,mobile,email,0,0,0,0.0
V002737,new,desktop,paid_social,0,0,0,0.0
V002738,new,mobile,organic_search,0,0,0,0.0
V002739,new,desktop,organic_search,0,0,0,0.0
V002740,new,desktop,paid_social,1,1,1,51.43
V002741,new,desktop,direct,1,1,1,52.39
V002742,returning,mobile,email,0,0,0,0.0
V002743,new,desktop,paid_social,1,0,0,0.0
V002744,new,mobile,paid_social,0,0,0,0.0
V002745,new,mobile,influencer,0,0,0,0.0
V002746,new,desktop,email,0,0,0,0.0
V002747,returning,mobile,paid_social,0,0,0,0.0
V002748,returning,mobile,email,1,1,1,50.41
V002749,new,mobile,paid_social,0,0,0,0.0
V002750,new,desktop,influencer,0,0,0,0.0
V002751,new,mobile,organic_search,0,0,0,0.0
V002752,returning,mobile,direct,1,1,0,0.0
V002753,returning,mobile,paid_social,0,0,0,0.0
V002754,new,mobile,paid_social,0,0,0,0.0
V002755,returning,mobile,direct,0,0,0,0.0
V002756,new,tablet,direct,0,0,0,0.0
V002757,returning,mobile,email,1,1,1,47.84
V002758,new,mobile,email,0,0,0,0.0
V002759,returning,mobile,direct,0,0,0,0.0
V002760,new,mobile,paid_social,0,0,0,0.0
V002761,new,desktop,direct,0,0,0,0.0
V002762,returning,mobile,email,0,0,0,0.0
V002763,new,mobile,direct,0,0,0,0.0
V002764,returning,desktop,paid_social,1,1,1,52.05
V002765,new,desktop,paid_social,0,0,0,0.0
V002766,new,mobile,paid_social,0,0,0,0.0
V002767,new,desktop,paid_social,1,1,1,49.0
V002768,returning,mobile,paid_social,0,0,0,0.0
V002769,new,mobile,influencer,0,0,0,0.0
V002770,new,desktop,paid_social,0,0,0,0.0
V002771,returning,desktop,paid_social,0,0,0,0.0
V002772,new,tablet,email,0,0,0,0.0
V002773,new,mobile,paid_social,0,0,0,0.0
V002774,new,desktop,organic_search,0,0,0,0.0
V002775,returning,desktop,direct,0,0,0,0.0
V002776,returning,desktop,paid_social,0,0,0,0.0
V002777,new,desktop,paid_social,0,0,0,0.0
V002778,new,desktop,email,0,0,0,0.0
V002779,returning,desktop,direct,0,0,0,0.0
V002780,new,mobile,email,0,0,0,0.0
V002781,returning,mobile,direct,0,0,0,0.0
V002782,new,mobile,direct,1,1,0,0.0
V002783,new,desktop,email,0,0,0,0.0
V002784,returning,desktop,email,0,0,0,0.0
V002785,new,desktop,paid_social,0,0,0,0.0
V002786,new,mobile,email,0,0,0,0.0
V002787,new,mobile,direct,0,0,0,0.0
V002788,new,desktop,paid_social,0,0,0,0.0
V002789,new,desktop,organic_search,0,0,0,0.0
V002790,new,tablet,direct,0,0,0,0.0
V002791,new,mobile,direct,0,0,0,0.0
V002792,new,desktop,organic_search,0,0,0,0.0
V002793,returning,desktop,email,0,0,0,0.0
V002794,new,desktop,email,0,0,0,0.0
V002795,new,mobile,paid_social,0,0,0,0.0
V002796,new,desktop,direct,0,0,0,0.0
V002797,returning,desktop,paid_social,0,0,0,0.0
V002798,new,mobile,organic_search,0,0,0,0.0
V002799,new,desktop,email,0,0,0,0.0
V002800,returning,mobile,influencer,0,0,0,0.0
V002801,returning,desktop,influencer,0,0,0,0.0
V002802,new,mobile,paid_social,0,0,0,0.0
V002803,new,mobile,organic_search,0,0,0,0.0
V002804,new,mobile,direct,1,0,0,0.0
V002805,new,mobile,organic_search,0,0,0,0.0
V002806,new,mobile,direct,0,0,0,0.0
V002807,new,mobile,organic_search,0,0,0,0.0
V002808,new,mobile,paid_social,0,0,0,0.0
V002809,new,mobile,organic_search,0,0,0,0.0
V002810,new,tablet,paid_social,0,0,0,0.0
V002811,new,mobile,paid_social,0,0,0,0.0
V002812,returning,mobile,organic_search,1,1,0,0.0
V002813,returning,mobile,paid_social,0,0,0,0.0
V002814,returning,mobile,direct,0,0,0,0.0
V002815,new,desktop,organic_search,0,0,0,0.0
V002816,returning,mobile,organic_search,0,0,0,0.0
V002817,returning,mobile,organic_search,0,0,0,0.0
V002818,new,mobile,influencer,0,0,0,0.0
V002819,new,desktop,email,0,0,0,0.0
V002820,returning,desktop,paid_social,0,0,0,0.0
V002821,returning,mobile,email,0,0,0,0.0
V002822,returning,tablet,influencer,0,0,0,0.0
V002823,new,mobile,direct,0,0,0,0.0
V002824,new,mobile,organic_search,0,0,0,0.0
V002825,returning,mobile,influencer,0,0,0,0.0
V002826,returning,desktop,organic_search,0,0,0,0.0
V002827,new,desktop,influencer,0,0,0,0.0
V002828,new,mobile,email,0,0,0,0.0
V002829,new,tablet,paid_social,0,0,0,0.0
V002830,new,mobile,organic_search,0,0,0,0.0
V002831,new,mobile,paid_social,0,0,0,0.0
V002832,new,mobile,direct,1,0,0,0.0
V002833,returning,mobile,paid_social,1,1,1,49.42
V002834,new,desktop,email,0,0,0,0.0
V002835,returning,tablet,organic_search,0,0,0,0.0
V002836,new,mobile,paid_social,0,0,0,0.0
V002837,new,desktop,paid_social,0,0,0,0.0
V002838,new,mobile,paid_social,0,0,0,0.0
V002839,returning,desktop,paid_social,0,0,0,0.0
V002840,new,mobile,email,0,0,0,0.0
V002841,returning,mobile,paid_social,0,0,0,0.0
V002842,new,tablet,direct,0,0,0,0.0
V002843,returning,mobile,email,0,0,0,0.0
V002844,new,mobile,direct,0,0,0,0.0
V002845,returning,desktop,paid_social,0,0,0,0.0
V002846,new,mobile,organic_search,0,0,0,0.0
V002847,returning,desktop,organic_search,1,1,1,46.84
V002848,returning,mobile,direct,1,1,1,50.85
V002849,returning,desktop,influencer,0,0,0,0.0
V002850,new,mobile,paid_social,0,0,0,0.0
V002851,returning,desktop,direct,0,0,0,0.0
V002852,returning,desktop,paid_social,0,0,0,0.0
V002853,returning,mobile,direct,0,0,0,0.0
V002854,returning,mobile,paid_social,0,0,0,0.0
V002855,returning,mobile,organic_search,0,0,0,0.0
V002856,returning,desktop,email,1,1,1,49.09
V002857,returning,mobile,email,0,0,0,0.0
V002858,new,desktop,organic_search,0,0,0,0.0
V002859,new,desktop,direct,0,0,0,0.0
V002860,returning,mobile,direct,0,0,0,0.0
V002861,returning,mobile,paid_social,0,0,0,0.0
V002862,returning,mobile,paid_social,0,0,0,0.0
V002863,new,desktop,paid_social,0,0,0,0.0
V002864,new,mobile,organic_search,0,0,0,0.0
V002865,returning,mobile,influencer,0,0,0,0.0
V002866,new,desktop,email,1,1,0,0.0
V002867,returning,mobile,organic_search,0,0,0,0.0
V002868,returning,mobile,paid_social,0,0,0,0.0
V002869,returning,mobile,organic_search,1,0,0,0.0
V002870,returning,mobile,organic_search,0,0,0,0.0
V002871,returning,mobile,paid_social,0,0,0,0.0
V002872,returning,mobile,email,0,0,0,0.0
V002873,new,desktop,organic_search,0,0,0,0.0
V002874,new,tablet,influencer,0,0,0,0.0
V002875,new,desktop,direct,0,0,0,0.0
V002876,returning,desktop,organic_search,0,0,0,0.0
V002877,returning,mobile,email,1,1,1,48.3
V002878,new,desktop,paid_social,0,0,0,0.0
V002879,new,desktop,paid_social,0,0,0,0.0
V002880,new,mobile,direct,0,0,0,0.0
V002881,returning,mobile,paid_social,0,0,0,0.0
V002882,new,mobile,email,0,0,0,0.0
V002883,new,desktop,organic_search,0,0,0,0.0
V002884,new,mobile,paid_social,0,0,0,0.0
V002885,new,mobile,organic_search,0,0,0,0.0
V002886,new,desktop,influencer,0,0,0,0.0
V002887,new,desktop,paid_social,0,0,0,0.0
V002888,returning,mobile,organic_search,0,0,0,0.0
V002889,new,mobile,influencer,0,0,0,0.0
V002890,new,mobile,paid_social,0,0,0,0.0
V002891,new,mobile,influencer,0,0,0,0.0
V002892,returning,desktop,direct,0,0,0,0.0
V002893,new,mobile,paid_social,0,0,0,0.0
V002894,new,mobile,direct,0,0,0,0.0
V002895,returning,mobile,paid_social,0,0,0,0.0
V002896,new,mobile,paid_social,1,0,0,0.0
V002897,new,tablet,email,0,0,0,0.0
V002898,returning,tablet,direct,0,0,0,0.0
V002899,new,mobile,paid_social,0,0,0,0.0
V002900,new,mobile,email,0,0,0,0.0
V002901,new,mobile,direct,0,0,0,0.0
V002902,returning,desktop,email,0,0,0,0.0
V002903,returning,tablet,organic_search,0,0,0,0.0
V002904,new,mobile,direct,0,0,0,0.0
V002905,returning,mobile,direct,0,0,0,0.0
V002906,returning,tablet,email,0,0,0,0.0
V002907,new,mobile,direct,0,0,0,0.0
V002908,returning,desktop,paid_social,0,0,0,0.0
V002909,new,desktop,paid_social,0,0,0,0.0
V002910,returning,mobile,direct,0,0,0,0.0
V002911,new,mobile,influencer,0,0,0,0.0
V002912,new,desktop,email,0,0,0,0.0
V002913,new,desktop,direct,0,0,0,0.0
V002914,returning,tablet,email,0,0,0,0.0
V002915,new,mobile,direct,0,0,0,0.0
V002916,new,mobile,organic_search,0,0,0,0.0
V002917,returning,desktop,paid_social,0,0,0,0.0
V002918,new,mobile,direct,0,0,0,0.0
V002919,new,desktop,paid_social,0,0,0,0.0
V002920,new,desktop,paid_social,0,0,0,0.0
V002921,new,desktop,direct,0,0,0,0.0
V002922,new,mobile,paid_social,1,1,1,51.08
V002923,returning,desktop,email,0,0,0,0.0
V002924,new,mobile,direct,0,0,0,0.0
V002925,new,desktop,organic_search,0,0,0,0.0
V002926,returning,mobile,paid_social,0,0,0,0.0
V002927,new,mobile,direct,0,0,0,0.0
V002928,new,mobile,email,0,0,0,0.0
V002929,new,mobile,paid_social,0,0,0,0.0
V002930,new,mobile,email,0,0,0,0.0
V002931,returning,mobile,paid_social,0,0,0,0.0
V002932,new,mobile,email,1,0,0,0.0
V002933,returning,mobile,organic_search,0,0,0,0.0
V002934,new,desktop,direct,0,0,0,0.0
V002935,new,mobile,organic_search,0,0,0,0.0
V002936,returning,mobile,direct,0,0,0,0.0
V002937,new,mobile,paid_social,0,0,0,0.0
V002938,new,mobile,direct,1,1,1,51.39
V002939,new,tablet,direct,0,0,0,0.0
V002940,new,mobile,organic_search,0,0,0,0.0
V002941,returning,mobile,organic_search,0,0,0,0.0
V002942,new,mobile,organic_search,0,0,0,0.0
V002943,new,desktop,email,0,0,0,0.0
V002944,new,mobile,direct,1,1,1,48.41
V002945,returning,mobile,paid_social,0,0,0,0.0
V002946,new,desktop,influencer,0,0,0,0.0
V002947,new,desktop,organic_search,0,0,0,0.0
V002948,returning,mobile,paid_social,0,0,0,0.0
V002949,new,mobile,paid_social,0,0,0,0.0
V002950,returning,mobile,organic_search,0,0,0,0.0
V002951,returning,desktop,paid_social,0,0,0,0.0
V002952,returning,desktop,influencer,0,0,0,0.0
V002953,new,desktop,paid_social,0,0,0,0.0
V002954,returning,mobile,organic_search,0,0,0,0.0
V002955,new,mobile,direct,0,0,0,0.0
V002956,returning,mobile,paid_social,0,0,0,0.0
V002957,new,desktop,paid_social,0,0,0,0.0
V002958,new,desktop,paid_social,0,0,0,0.0
V002959,returning,desktop,direct,0,0,0,0.0
V002960,returning,mobile,paid_social,0,0,0,0.0
V002961,new,mobile,influencer,1,1,1,49.92
V002962,new,mobile,email,0,0,0,0.0
V002963,returning,mobile,organic_search,0,0,0,0.0
V002964,new,desktop,email,0,0,0,0.0
V002965,new,tablet,organic_search,0,0,0,0.0
V002966,new,desktop,paid_social,0,0,0,0.0
V002967,returning,desktop,organic_search,0,0,0,0.0
V002968,new,desktop,influencer,0,0,0,0.0
V002969,new,mobile,organic_search,0,0,0,0.0
V002970,returning,desktop,organic_search,0,0,0,0.0
V002971,returning,mobile,paid_social,1,0,0,0.0
V002972,new,tablet,direct,0,0,0,0.0
V002973,new,mobile,influencer,0,0,0,0.0
V002974,new,desktop,direct,0,0,0,0.0
V002975,new,desktop,email,0,0,0,0.0
V002976,returning,desktop,influencer,0,0,0,0.0
V002977,new,desktop,paid_social,0,0,0,0.0
V002978,returning,mobile,influencer,0,0,0,0.0
V002979,returning,mobile,email,0,0,0,0.0
V002980,new,mobile,organic_search,0,0,0,0.0
V002981,returning,mobile,organic_search,0,0,0,0.0
V002982,new,mobile,influencer,0,0,0,0.0
V002983,returning,mobile,influencer,0,0,0,0.0
V002984,new,mobile,email,0,0,0,0.0
V002985,new,mobile,email,0,0,0,0.0
V002986,returning,mobile,email,0,0,0,0.0
V002987,new,desktop,paid_social,0,0,0,0.0
V002988,returning,mobile,organic_search,0,0,0,0.0
V002989,new,mobile,paid_social,0,0,0,0.0
V002990,new,mobile,influencer,0,0,0,0.0
V002991,new,mobile,paid_social,0,0,0,0.0
V002992,returning,mobile,email,0,0,0,0.0
V002993,new,mobile,organic_search,0,0,0,0.0
V002994,new,tablet,paid_social,0,0,0,0.0
V002995,returning,mobile,email,1,1,1,49.32
V002996,new,desktop,direct,0,0,0,0.0
V002997,new,mobile,organic_search,0,0,0,0.0
V002998,returning,mobile,organic_search,1,1,1,50.03
V002999,new,mobile,organic_search,0,0,0,0.0
V003000,returning,tablet,email,0,0,0,0.0
V003001,returning,mobile,organic_search,1,0,0,0.0
V003002,returning,mobile,organic_search,0,0,0,0.0
V003003,new,mobile,paid_social,0,0,0,0.0
V003004,new,desktop,influencer,0,0,0,0.0
V003005,new,mobile,direct,0,0,0,0.0
V003006,new,mobile,direct,0,0,0,0.0
V003007,returning,desktop,influencer,1,1,1,51.42
V003008,returning,desktop,influencer,1,1,1,50.31
V003009,new,mobile,paid_social,0,0,0,0.0
V003010,returning,desktop,organic_search,0,0,0,0.0
V003011,new,desktop,email,0,0,0,0.0
V003012,returning,mobile,organic_search,1,1,1,51.74
V003013,new,mobile,direct,0,0,0,0.0
V003014,new,desktop,paid_social,0,0,0,0.0
V003015,new,mobile,direct,0,0,0,0.0
V003016,new,mobile,direct,0,0,0,0.0
V003017,new,desktop,direct,0,0,0,0.0
V003018,returning,desktop,direct,0,0,0,0.0
